,tag,fund_ratio_net_annual_expense,pb_ratio,ps_ratio,mmc,pc_ratio,pe_ratio,total_assets,yield,greatstone_rating,return_ytd,Year,inception_date_delta,portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_materials_basic_allocation,portfolio_energy_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,id,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category,category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,5_years_return_category,10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category,investment_class_Growth,investment_class_Value,investment_class_unknown,fund_size_Medium,fund_size_Small,fund_size_unknown
return_ytd,0.01258414631560763,0.050832301513837656,0.29306935561386366,0.015288030932953433,0.3245523890305309,-0.011921209886926892,0.09999168876086317,0.07331935252346058,-0.35085774447713136,0.11222373797108343,1.0,-0.028831025793231446,-0.028311598256641268,0.05346039666003843,0.24492569211225176,0.2683265919940548,0.5920472952694388,0.06606174450745712,0.05557759948516043,0.22641446322415765,0.38649581367494323,0.1533338707693211,0.01258414631560763,0.027311313951069692,0.35588032076039766,0.06909544040517246,-0.029643068287207974,0.6805089383251306,0.4188984621811086,0.29341606524906266,0.8422157469791547,0.410123911177791,0.18408116299517832,0.6877639788155135,0.37324278749303114,0.7563963559360521,-0.1138789024612471,0.7074799396708639,0.4549391261128413,0.17186432177634425,0.7681457282658469,0.21180813987723318,0.14216583358529128,-0.10316946834566335,0.19087502633584916,0.6850833759435857,0.009069677620421284,0.37367629028703286,0.07684811442130332,0.6927372655322037,0.6147651149035749,0.363810455450302,0.5567270922426464,-0.15777138402536886,0.3975783785037819,0.6684778355652997,0.5918192933174665,0.2911666319377957,0.0623252779280844,-0.11273641783081156,0.2461780071978378,0.6767286693741698,0.14647296643093344,0.12332096163816322,0.01765863708019316,0.6278873089220652,-0.0336833940281439,0.5496273696742382,-0.15043752499979313,0.2261085903295562,0.6453212240053534,0.8652962481042578,0.7527459728209737,0.41723127216174194,-0.1968785668413175,-0.25899395318612034,-0.084417266164258,-0.021454074368193722,-0.25899395318612034
Year,-0.03395569503283949,-0.033389728577330254,-0.010410810758996808,0.0009959642445760567,-0.04648958978205626,0.004181717179955945,0.005556032507722741,-0.18140242183378905,0.07872212742043416,-0.1437291530469743,-0.028831025793231446,1.0,0.9994397049870875,0.016074769555957866,0.01872124256606761,0.024652936097202816,-0.0059203757407288475,0.0012031171234081147,0.03789315792386739,0.05796488038855702,-0.02166135042390856,0.04917932631803416,-0.03395569503283949,0.01745398074965426,0.02519002936278633,0.002792049671202583,0.012545851922846598,-0.022633676621346153,0.05949642658038848,-0.02425902790868876,-0.018728356121087072,-0.01647088742973473,-0.08681440102178123,-0.024267645314863435,0.0017177129157048164,-0.10582414739079223,-0.006885781030272433,-0.020726841233395212,0.07519993046216517,-0.06437424780167654,-0.03632348410889076,-0.05951586178068246,-0.038559450184888294,0.019698542735691306,-0.07750622677216172,-0.0073624541782656375,-0.095493604932531,-0.01432930043619311,-0.011838648475272003,-0.045289716646742466,-0.044196223782778,-0.0859384317043407,-0.20121022838795274,-0.0020120126412561234,-0.03304294405545564,-0.009977535361352981,-0.07157884085250339,-0.07461678208456607,0.008818006238070645,0.028112870345385576,-0.014371696380514033,0.030766119962146,-0.03634444929084109,0.0024122045201478686,0.0005921596672274777,0.04233870113762224,0.021596869767335613,-0.3641855833482922,0.023079870154291672,0.0004234449332878356,-0.005584910373867657,0.03671826825396386,-0.03831676087390958,-0.06580048965183603,-0.020008684462377316,0.051207112400456556,-0.07422994130489345,0.018874561210007718,0.051207112400456556
inception_date_delta,-0.03352733559629264,-0.033267990321023115,-0.010009298119243188,0.00139436136784005,-0.046498972098387055,0.0042283233255467475,0.006284767915144378,-0.18312422806859383,0.07803174642227316,-0.14354041138026796,-0.028311598256641268,0.9994397049870875,1.0,0.016309800637133165,0.01895660216569124,0.02514907591345644,-0.005225145015715172,0.0014261437116895284,0.03797828266107235,0.058436825542557885,-0.021477786538083393,0.0497295394405001,-0.03352733559629264,0.017256624647127267,0.02619337412916621,0.00293749666096075,0.012875247142956988,-0.022295047634910185,0.06049763414662342,-0.023877815379640226,-0.017868677365610756,-0.01661114960689405,-0.08775209101704542,-0.024053412304350614,0.0018386959379334351,-0.10552728779455191,-0.007190935307330635,-0.020434803267669555,0.07594691229302424,-0.06460760463489608,-0.035768850153073475,-0.05977218283063404,-0.03810858934216045,0.02012533504191868,-0.07838930629683043,-0.0070511055075133935,-0.09551013977937489,-0.014570947592849432,-0.011892731170709936,-0.044380910733532106,-0.04385875666537141,-0.08587074985229516,-0.20140836017883826,-0.0022809822053527617,-0.033358151631445565,-0.009591292295585628,-0.07124249882235145,-0.07482904190742429,0.00936276554982753,0.028198209001516768,-0.014178577931798643,0.03127722660145336,-0.03597007903099581,0.0023792255032086427,0.0004872825529731665,0.04298731263885921,0.021725827986323963,-0.3652677214483227,0.023085032524614718,9.769107617778158e-06,-0.005279671588382824,0.03808955277364746,-0.03773955458531311,-0.0664721011586667,-0.020394522154347606,0.05112216890083796,-0.07443229880047174,0.01876281785434029,0.05112216890083796
portfolio_communication_allocation,0.013354587319813347,0.03607384503934569,0.03952186447528196,-0.0030187595704853206,0.23552798867439706,-0.011131816549779803,0.013063065738109341,-0.0014327225146563835,-0.001628690468658838,-0.010975691762302727,0.05346039666003843,0.016074769555957866,0.016309800637133165,1.0,0.1202690072003916,0.08894040200403924,0.0920356391508058,0.019134178888401052,0.024017493744454402,0.17237701854101745,0.10414260195223266,0.010058646738664231,0.013354587319813347,0.11911058568496734,0.07708293761991797,0.02104403278269985,-0.016019536256078437,0.05411387527536894,0.07276860920836377,0.07263280563021918,0.055619813265902505,0.021074751060169095,0.032756344140427496,0.06170942080109627,0.026355154126849425,0.056747769343021004,-0.002230904647451875,0.13338752781482568,0.13902060891874812,0.03490539531383086,0.06804000848179859,0.05997402849532087,-0.05581323876466468,-0.001652401521212964,0.06610055338421508,0.08936248423951633,-0.028806904676701734,0.02090817896588083,0.01326937643177882,0.027296466801686556,0.04231296705591283,0.10628017041230312,0.015478180349036105,0.038293783043455626,0.013160261683235063,0.06893022070463736,0.04856005027806347,0.07379143172042255,-0.09667795034931537,0.0048307141974645446,0.07254118525137734,0.11880667489118141,-0.01693676224909033,-0.053354327616622246,0.000842144299332532,0.15381602726593865,-0.03871113706858084,0.016686804132186244,0.007938458296817346,0.001364267452515322,0.08838026324275546,0.06212440450952249,0.06583193312409034,-0.06703374893691587,0.11535743984521167,-0.12371243876127848,-0.13871518190363655,-0.12007078050113419,-0.12371243876127848
portfolio_financial_services,0.005245005751357913,0.0654744935386818,0.09042526281851099,-0.0023151805149696234,0.2892381168369224,-0.020261896793089325,0.0300374658451241,0.02427917149657334,-0.2207065681340343,0.01274315733224421,0.24492569211225176,0.01872124256606761,0.01895660216569124,0.1202690072003916,1.0,0.1814150894144791,0.24958160356965184,0.06122202908925813,-0.026142798279800726,0.2819964340997436,0.1811537138224004,-0.055107043682924434,0.005245005751357913,0.014087477468718808,0.22448800253291967,0.019952587452691194,-0.15815022216705704,0.3055254819716689,0.17534592795814904,0.10461233552588763,0.26731856785084424,0.16258608808843483,0.2078915833195644,0.2820725552274655,0.23854606131322273,0.23898153242660375,-0.170501427617452,0.3493511973319016,0.3235270443822151,0.1993312678111889,0.29292941788604615,0.23392014187267976,-0.05501574066234477,-0.1299947217180352,0.2244244192690676,0.28381191350712154,-0.13022537985640398,0.14437025904115935,0.008980623530785803,0.16753490315326003,0.22211757377443264,0.07277624733391906,0.12797782180217157,-0.1338127032576372,0.21527695881997488,0.30710167353485546,0.1809990643910656,0.27429226316004657,-0.09981160096099381,-0.17991587618201962,0.2500261691507882,0.3111615228968618,0.09214973261466063,0.04324108844272,-0.0009521406821823696,0.342455194220914,-0.07481340333807814,0.17654553246154966,-0.21538060967542466,0.13504761789485406,0.33688478384302983,0.2699818730223219,0.2826671554544404,0.010256631174218923,0.02713381594772181,-0.15422098862325095,-0.257759944454268,-0.07910078852658319,-0.15422098862325095
portfolio_industrials_allocation,0.021662925801902645,0.09236718694080767,0.12674637767680833,-0.007057324117008299,0.1008636167155663,-0.014803361641972098,0.03956853817554906,0.008177903754272044,-0.19780291289298205,-0.004558874860805177,0.2683265919940548,0.024652936097202816,0.02514907591345644,0.08894040200403924,0.1814150894144791,1.0,0.2304464327010311,0.07661916748068746,-0.028926513658035325,0.18884352155061507,0.21043906698115067,-0.0585163236901306,0.021662925801902645,0.07025902518951413,0.24410909387249752,0.013310253654661956,-0.1467751715778585,0.2773557234617595,0.15282456877463702,0.07481808682638288,0.2350063886745439,0.10537477128575044,0.1055162577623986,0.24465448098371773,0.10066855966823036,0.2069759058682704,-0.1533437142058404,0.28554761167082987,0.2602435733029281,0.08677663401287729,0.27657012217951626,0.10080178691528811,-0.023293962579089427,-0.12556538312283633,0.10073636800401871,0.23507707974103592,-0.08605674269225458,0.08035238414510652,0.02489079008415838,0.16617770761931885,0.19338722961325527,0.08344513690857389,0.12810997070728367,-0.14812106255250712,0.08126495858017839,0.26624870050286625,0.17537069322332294,0.1437385274316975,-0.07005964956946269,-0.11383549054455355,0.15718732637037336,0.2885475437324894,0.031408014325968715,-0.005952013424483656,0.05174666606291493,0.2887186394054277,0.09618669444983191,0.16171321453131676,-0.12220536553894736,0.03438454348434074,0.2802557336898878,0.28086748657149974,0.28457857104178547,0.10446077284304128,-0.030565921838683844,-0.16723632056785528,-0.06332552097036716,0.07989530304639542,-0.16723632056785528
portfolio_tech_allocation,0.008796658141423615,0.0709796345580517,0.33660295455099115,0.007523288023318492,0.509270232202136,-0.01665951896172014,0.08537362594697152,0.06554037949362988,-0.45132215693555294,0.07062970723017736,0.5920472952694388,-0.0059203757407288475,-0.005225145015715172,0.0920356391508058,0.24958160356965184,0.2304464327010311,1.0,0.00275863175019922,-0.11034305403670518,0.24617866793005758,0.41002495059863453,-0.1108892614798016,0.008796658141423615,-0.06713189152059322,0.4042330341072413,0.058523613649608355,0.10872375541695667,0.4608313812250984,0.38026405054670537,0.27224537134000526,0.6679954392969631,0.23987298137699575,0.2711833328491735,0.45207888315955097,0.28456846635506516,0.6195415904279192,0.05718763484149957,0.524345504364603,0.45517259822224543,0.272296902938042,0.6842431338167004,0.30605949173571034,0.17795491818618037,0.08423026862613599,0.2824922026270686,0.44825294351694545,0.098358595910608,0.21290709142954978,0.07320432012376481,0.594877145775367,0.45055399582934436,0.3388771045723038,0.5026447455517786,0.022439223391015905,0.2529048537061766,0.45568366704622876,0.5779022999542889,0.3427573297425166,0.020459893041299408,-0.06413052494224962,0.319900638703983,0.44794095058426825,0.101850494313396,0.057603941446913644,0.012517186135286393,0.4956701939180295,-0.06116422628282508,0.3718066855043454,-0.18176149011223186,0.15265985474504515,0.43953260331596683,0.5677261128641145,0.5325418805606688,0.47827165402973554,-0.30701873782336725,-0.24997467745954824,-0.21857278980906558,-0.12740890381829692,-0.24997467745954824
portfolio_materials_basic_allocation,-0.0012658919048055602,0.059099941678362244,0.011787518887884391,0.12943902438738242,-0.018811592369308225,-0.009743226665816219,0.01165039207209944,-0.030327547808474117,-0.043177162088814676,-0.001662528257335844,0.06606174450745712,0.0012031171234081147,0.0014261437116895284,0.019134178888401052,0.06122202908925813,0.07661916748068746,0.00275863175019922,1.0,0.04886781493108232,0.06468675422379408,-0.00029312943730128795,-0.028003189161379626,-0.0012658919048055602,0.014164552667235144,0.08540858083372668,0.029620855492290304,-0.031871907558528076,0.25563179960715254,0.022166620996895425,0.02279202313832089,0.049634357756644584,-0.0008061519529338698,-0.1046795580577951,0.23828215325251464,-0.030220888355142125,0.020116394914747794,-0.010862378756840456,0.1562130200554454,0.05051031011913933,-0.0874739378147422,0.04553075249288537,-0.06620540649985601,-0.14328338636249985,-0.08808614378861976,-0.10706546420927925,0.27062210137016063,-0.1499903634219169,0.0014422045400287174,-0.009067073665742656,-0.060079246200167274,-0.03551441443910349,-0.1034023711156013,-0.09635860116596652,-0.08215069926149864,0.0393057326129202,0.28054358740713026,-0.09943657754473241,-0.03102292809618932,-0.2028699241743041,-0.15212850033847639,-0.08309920315338075,0.3143290575768014,-0.1769210846180228,0.0030260203221417104,-0.00464956093659617,0.10970495953250024,0.011527623308117293,-0.029699750684079495,-0.12040001502256123,0.0237615505562879,0.2685870359959196,0.00819655338274668,-0.008601811000796517,0.00015257498197918665,0.030812693940734596,-0.10643629261554122,-0.021499091794833784,0.04768299552421802,-0.10643629261554122
portfolio_energy_allocation,-0.012432387808018681,0.06680637821278006,0.09329557916804207,0.0031540864641829308,0.010490661586349202,0.10574165642649866,-0.009584865275412585,0.006386533269173589,0.17682659382981195,-0.0006752184538327792,0.05557759948516043,0.03789315792386739,0.03797828266107235,0.024017493744454402,-0.026142798279800726,-0.028926513658035325,-0.11034305403670518,0.04886781493108232,1.0,-0.028016263739903898,-0.06873553117267263,-0.04912588866860567,-0.012432387808018681,0.037703191769411164,-0.08658222413835912,0.005439547801533165,-0.08687362269662173,0.08989479884638316,0.03820843203437631,0.02757823724172299,-0.032668442118731,0.006988158731772709,-0.16719418428688212,0.09122637603234783,-0.05037406411148887,-0.03852641743014013,-0.0978586989049099,0.027222115379751503,0.010064713757766582,-0.16303831579369052,-0.03853635995994055,-0.13774986576799195,-0.14486619831748415,-0.23320865209451924,-0.1551993992869851,0.1042250619033008,-0.06754104461176268,0.008075893180024649,-0.018285403965347054,-0.18465537011807506,-0.12487557935430342,-0.09212488822421226,-0.17246676367713848,-0.26916740600701206,-0.04629551281395912,0.1168139901831663,-0.21795855172149378,-0.12115921496991672,-0.020855943324490808,-0.07479146331897858,-0.11894503591803962,0.08332838246478227,-0.10751357559485641,-0.0011415067402620752,-0.01647096579961134,0.11720469171722542,0.026415984231629594,-0.0639519770278476,0.03219314243509119,-0.037173860808631914,0.06611707442453423,-0.01844369092628424,0.0031907793534754346,-0.12917918339685136,0.16838591292939498,-0.0642895059844749,-0.06464392632431683,0.09645257224273221,-0.0642895059844749
portfolio_consumer_defence_allocation,0.0013265599298579631,0.038610065379868025,0.14737418769440988,-0.002605940401596775,0.3477766085006051,-0.014952759093904037,0.040283073837671296,0.011470184698713722,-0.18208734337505897,-0.013359806834467297,0.22641446322415765,0.05796488038855702,0.058436825542557885,0.17237701854101745,0.2819964340997436,0.18884352155061507,0.24617866793005758,0.06468675422379408,-0.028016263739903898,1.0,0.2644707250603251,-0.06592447901697948,0.0013265599298579631,0.03430494884121023,0.27305304779450246,0.022302464970297683,-0.08111989818604186,0.2255040321711708,0.1465947794998941,0.09611860011579622,0.19578390738082507,0.09598038994312542,0.23005896555803007,0.17309960783453948,0.21276359793676913,0.16445061233134178,-0.09808527595125911,0.32696678503173376,0.3335201245885122,0.2618473291375139,0.24573497144134818,0.29534374489514337,-0.03730601289653841,0.02155062255598762,0.24972539000194693,0.18469323902575244,-0.07346978383208862,0.08087453075032493,0.021002719303409054,0.1395578934123011,0.166520739148188,0.07709106512507143,0.09228191371520353,-0.012092820190895668,0.19210460082930644,0.24101040237132806,0.15259453853984836,0.3192761943443803,-0.0656843621670992,-0.03142292969022252,0.2733704887169307,0.21887359740920873,0.07880968813626238,0.01593770909048199,0.005372816051040713,0.32567025069844996,-0.06359963266501434,0.08334228422960664,-0.11288097892900194,0.11421477223073946,0.27852603306162244,0.21267256182024852,0.2284602918690552,0.1032851271057995,-0.06508900825402623,-0.20196007258987936,-0.27449301372156226,-0.15801954792503248,-0.20196007258987936
portfolio_healthcare_allocation,-0.01120972198661464,0.037115037236014725,0.2891256068970182,0.003435591774520093,0.3978348998353172,-0.015000343092705997,0.0636962172645451,0.08816385752296374,-0.3282158330663122,0.025396658117678512,0.38649581367494323,-0.02166135042390856,-0.021477786538083393,0.10414260195223266,0.1811537138224004,0.21043906698115067,0.41002495059863453,-0.00029312943730128795,-0.06873553117267263,0.2644707250603251,1.0,-0.0975017744907684,-0.01120972198661464,-0.009524783341178717,0.23437722667817815,0.037393117720224044,-0.06608363979084832,0.3605120708724006,0.26226721516573404,0.19400838314748833,0.4377405791195741,0.18376090614172827,0.23708539797150138,0.3268350521031843,0.22926402216658234,0.4084982778434504,-0.09886099764619355,0.3766652370023242,0.39118203826939263,0.2482950169541525,0.4847422113053806,0.25317227584502394,0.09394642140594713,-0.03328002760577087,0.21799903252824224,0.3324543797509779,0.14919163456388856,0.15672355640341662,0.05209808340125909,0.4019167724434547,0.4048204368590792,0.2698358851956046,0.3428793260719581,-0.04905087568595121,0.2045111357407448,0.34067202197739155,0.4335194043458457,0.26099475684385337,0.030240966843776324,-0.01667901137425812,0.19803297291464572,0.30408312985973396,0.09275246784105745,0.03081820066799889,0.012017345650097324,0.35917327870856725,-0.04730082133265483,0.302066852210324,-0.12241541851301732,0.12415011300810735,0.3037028195267631,0.41838231092781514,0.44021916163615543,0.3061654793535529,-0.14500601762608947,-0.22141113619170036,-0.20252720310941127,-0.093322925044247,-0.22141113619170036
portfolio_property_allocation,-0.004574816311119538,0.06079238692876369,0.0062711108723059305,0.013548888920259473,-0.07812363369941194,-0.006746792641774015,0.06401971232672121,-0.05238525320742217,0.04616773989624294,0.0027007618305808006,0.1533338707693211,0.04917932631803416,0.0497295394405001,0.010058646738664231,-0.055107043682924434,-0.0585163236901306,-0.1108892614798016,-0.028003189161379626,-0.04912588866860567,-0.06592447901697948,-0.0975017744907684,1.0,-0.004574816311119538,0.010223499117539926,-0.06371911627860642,-0.0010865870805193923,-0.10458557085606462,0.0949188787488899,-0.038705438048660334,-0.0007797037098974735,-0.012910939574586684,-0.01154578099617441,-0.12954362380891876,0.08805739660575408,0.0575882819675238,-0.018004668352954493,-0.12972056884584016,0.10544301001855894,-0.1061120492322647,-0.1086977970543339,-0.015344082576608681,-0.104428043836989,-0.013915255630927702,0.07517546277673555,-0.13210859105310185,0.10268705819429236,-0.03588070233840572,-0.016987558446896384,0.029998474353216485,0.08089826542864938,0.14742495095165586,0.13622339910845888,0.05702516086993436,0.08453699752061909,0.0506202383146365,0.10393408599190636,0.09037802372266382,-0.02529757243593531,-0.029495449157989025,0.12132209361870742,-0.06118602815109759,0.1674804288429306,0.04239113682042709,0.0015017034744446885,0.0042018089457325405,0.12878288350490302,-0.02056622034296396,0.08228522960691144,0.1356544659955935,0.033696686725520876,0.15177454587462733,0.1677156224262561,0.16871602018975074,-0.08049835087286503,-0.03266767483058557,-0.08101531873357654,0.16897989821830683,-0.03140271841416239,-0.08101531873357654
id,1.0,-0.03230300884829166,0.0037817369015894584,0.014380085297521352,0.0036577649396357373,0.00916460458554804,0.01532286932953988,0.03778743608903803,-0.005556342524168571,0.0010283307197423706,0.01258414631560763,-0.03395569503283949,-0.03352733559629264,0.013354587319813347,0.005245005751357913,0.021662925801902645,0.008796658141423615,-0.0012658919048055602,-0.012432387808018681,0.0013265599298579631,-0.01120972198661464,-0.004574816311119538,1.0,0.004049847605046369,0.026512614169350728,0.003155958923015677,-0.02142587645118683,0.00036166000301619166,0.02247247567279649,0.014084105179453124,0.017375245752471853,0.018831459669783588,0.04359442166310818,0.028150030473224112,-0.0034736315036279033,0.017022435052034206,-0.026802396164981264,0.011866389895340671,0.009336259487075017,0.036978641600862935,0.00879971187495316,0.033439513048521746,0.0191866082880366,-0.024874190914872932,0.01872914500979054,0.030837934457043335,0.04428752636286221,0.007074919594843737,0.0037540730261726375,0.017454090181793554,0.03107919889494511,0.01922357925826309,0.009145381094768685,-0.021049489653169263,-0.0024247405821332976,-0.0017312460419700575,0.025361615681680005,0.011985529474187151,0.006282877037984882,-0.018745394481844844,-0.012348244133430938,0.036407630727032854,-0.019894360436082666,-0.012210355152701101,0.006754059186203514,-0.0077548298269299815,-0.018691599614426797,0.017003320930118342,-0.026691005363822268,-0.005473992526399698,-0.009665982904225608,0.009459415506673839,0.008218241532122467,-0.0006054628761010401,-0.038798584750077546,0.01274716858751906,-0.015443058185148524,0.01065865159978092,0.01274716858751906
portfolio_utils_allocation,0.004049847605046369,0.014650000411005023,-0.0078336373970869,-0.004176856791060212,0.025838867552327272,-0.008376383138657741,0.0005701682241929578,0.016111147405072298,0.04695571906806952,0.0030169273367315645,0.027311313951069692,0.01745398074965426,0.017256624647127267,0.11911058568496734,0.014087477468718808,0.07025902518951413,-0.06713189152059322,0.014164552667235144,0.037703191769411164,0.03430494884121023,-0.009524783341178717,0.010223499117539926,0.004049847605046369,1.0,-0.041766366651878384,-0.007989722449134273,0.022452698752766787,0.009732722676141333,0.081181172450069,0.09997932235358571,0.016412845911398,-0.038017624770227666,-0.07445567438708932,-0.018356650675257425,-0.062276203885112374,0.016231175368785312,0.029988219998346576,0.08207698133515137,0.12551797673550086,-0.06952723692149575,0.03433176489950471,-0.047623334960418914,0.008723250261197633,0.025774091359201917,-0.04998658523422381,-0.0019796540777533324,0.007291559944640045,-0.02759966955454481,0.018268414574586906,0.01929312954797223,0.034764266110647334,0.10375562611604512,0.007675173231827017,0.02351907661875207,-0.06104011023455109,0.017699777963070165,0.029387589031673503,-0.024538952020509663,0.06018453836062496,0.07720495397890853,-0.05722743803904664,0.002215311174422532,0.02953741214318407,-0.013803707151640966,-0.007582036681103548,0.11186448411277902,0.02831591326335189,0.010534437632462786,0.061139750334642994,-0.03866693788820347,0.016840566452811033,0.04986658945554221,0.05998174245192833,-0.12038604854690739,0.10639013522695762,-0.058224202020385224,-0.05538831245981923,-0.012358079987931895,-0.058224202020385224
portfolio_cyclical_consumer_allocation,0.026512614169350728,0.07537443451679464,0.18917819427888824,-0.0027656423027266792,0.23473180459300325,-0.017590227605350534,0.2921870550369954,0.015698018431534563,-0.25584967171297107,0.033622815796766216,0.35588032076039766,0.02519002936278633,0.02619337412916621,0.07708293761991797,0.22448800253291967,0.24410909387249752,0.4042330341072413,0.08540858083372668,-0.08658222413835912,0.27305304779450246,0.23437722667817815,-0.06371911627860642,0.026512614169350728,-0.041766366651878384,1.0,0.05138922466805639,-0.034329245052029424,0.30913370261077516,0.24372679450659893,0.17253116304833438,0.3556124214443687,0.11431731474662794,0.08959620677907863,0.28839219667545823,0.10788476348772619,0.3258807005807583,-0.05431858896730095,0.3510948174832574,0.34659828195377673,0.10314355434389953,0.383865417228533,0.12498868815000705,0.022497685407254872,-0.025931877345113732,0.08767657725927865,0.2821961570187596,-0.021716710214900414,0.08920303959777884,0.034013361982412255,0.2797022112969386,0.25763020594184693,0.1470910607295305,0.22430139042106167,-0.06161095403817996,0.09009227780861785,0.30566283689639306,0.2794016834885464,0.16339939184630453,-0.004805900341545382,-0.02405898028140147,0.11506831419156308,0.3116353172828083,0.08704578555621667,0.019913836351333276,0.01413126835420538,0.3579221069888927,0.042677127158214236,0.2126544995606356,-0.09181183082744021,0.055939288569886725,0.325750065834138,0.3611534371918814,0.35122460911632325,0.24292595710785922,-0.11427335936149258,-0.2031032559946712,-0.12052555378693099,-0.0001809199033234417,-0.2031032559946712
3yrs_treynor_ratio_fund,0.003155958923015677,-0.01144202869915294,0.02910068776410335,-0.0003929226191279509,0.040534766986750924,0.001603506039927257,0.0011801801659835475,0.01920887997904465,-0.007993553547944239,0.042461121085685255,0.06909544040517246,0.002792049671202583,0.00293749666096075,0.02104403278269985,0.019952587452691194,0.013310253654661956,0.058523613649608355,0.029620855492290304,0.005439547801533165,0.022302464970297683,0.037393117720224044,-0.0010865870805193923,0.003155958923015677,-0.007989722449134273,0.05138922466805639,1.0,0.08561049804972201,0.045394394337264256,0.12501305354724504,0.16868001721022924,0.10437125853803787,-0.002713587528582982,-0.037319003328493,0.0433251090848477,-0.028152945879145522,0.10620738751687198,0.04871245746814322,0.08181487259510695,0.07324216967204426,-0.033629050574392694,0.07968276171190825,-0.027724675979353155,0.09066293921666022,0.08120467522809655,-0.054228063717478764,0.08028960138759343,0.03361156802264543,-0.01105203231312797,0.01603995271190611,0.1337393804526267,0.057804639233605716,0.10988988340178399,0.07511043810438553,0.021753121941176106,-0.023720715133150504,0.048828412414500255,0.06357311356077783,-0.019625185254043047,0.10824268105941603,0.1701036818847012,-0.0705792214011335,0.20666987052872704,0.0129705742384043,-0.014098119942521399,0.027589195714370858,0.06065232804959254,-0.06772818581250718,0.051102024812168835,0.03987034552246731,-0.024027964103507403,0.047453334300609516,0.26867845109472877,0.06904418060641349,0.04273029259546579,0.0038654795464525844,-0.015361266055215355,-0.0250756589428128,0.020648221450050522,-0.015361266055215355
3_years_alpha_fund,-0.02142587645118683,-0.16837991358971585,0.04237952704099242,-0.003923043409574499,0.05519271956523881,0.03137370684131677,0.024494762569793674,0.15068225889445677,0.23996498119028845,0.42278096185253927,-0.029643068287207974,0.012545851922846598,0.012875247142956988,-0.016019536256078437,-0.15815022216705704,-0.1467751715778585,0.10872375541695667,-0.031871907558528076,-0.08687362269662173,-0.08111989818604186,-0.06608363979084832,-0.10458557085606462,-0.02142587645118683,0.022452698752766787,-0.034329245052029424,0.08561049804972201,1.0,-0.22336512780166262,0.48443233990603746,0.1835072980399282,0.2954195801121837,-0.16468762809025178,-0.2917510318969695,-0.25871618415920233,-0.24989168726790156,0.33758601521360565,0.7161773952915123,-0.04190414108851314,0.141581835250851,-0.26014188538153943,0.05304976847086296,-0.254778923129509,0.3800628024776395,0.7847427700491921,-0.2814513105403056,-0.21623502314363277,0.20201455220714437,-0.13767106511985988,0.04942188545553266,0.28353086450669973,-0.0642154433515192,0.10780977580869253,0.28563842950828777,0.6033473264116535,-0.20124723902610578,-0.20591812513647212,0.09789361057864425,-0.29330713116691853,0.3171712083843693,0.6576482796561774,-0.32560627090055855,-0.21330575277587566,0.09339336445215826,-0.05056706789907034,0.0027144167532730354,-0.00367817461244026,0.13152879411021967,0.013023472679940322,0.5445528156465455,-0.13675385492076844,-0.18705174053145032,0.025678731069262075,-0.07869731890026097,0.19234281677263634,-0.05781951250086359,0.07757463425295442,-0.06974871627253203,0.03207268521651441,0.07757463425295442
